Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.01    0.03 9262799/9262799     std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [26]
[35]     2.3    0.01    0.03 9262799         std::__detail::_Hash_code_base<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::__detail::_Select1st, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [35]
                0.03    0.00 9262799/9262901     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [42]
-----------------------------------------------
                0.04    0.00 9262899/9262899     std::__detail::_Hash_code_base<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::__detail::_Select1st, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [34]
[36]     2.1    0.04    0.00 9262899         std::__detail::_Hashtable_ebo_helper<1, std::hash<Vect2<int> >, true>::_M_cget() const [36]
-----------------------------------------------
                0.04    0.00 9060343/9060343     std::__detail::_Hashtable_base<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [25]
[37]     2.1    0.04    0.00 9060343         std::__detail::_Hashtable_ebo_helper<0, std::equal_to<Vect2<int> >, true>::_M_cget() const [37]
-----------------------------------------------
                0.00    0.00       2/4927820     std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_allocate_node<std::pair<Vect2<int> const, BoolChunk*> >(std::pair<Vect2<int> const, BoolChunk*>&&) [63]
                0.00    0.00     102/4927820     std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_allocate_node<std::pair<Vect2<int> const, BoolChunk*> const&>(std::pair<Vect2<int> const, BoolChunk*> const&) [84]
                0.00    0.00     102/4927820     std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*) [52]
                0.00    0.00     104/4927820     std::__detail::_Hash_node_value_base<std::pair<Vect2<int> const, BoolChunk*> >::_M_v() [88]
                0.02    0.02 4927510/4927820     std::__detail::_Node_iterator<std::pair<Vect2<int> const, BoolChunk*>, false, false>::operator->() const [30]
[38]     2.1    0.02    0.02 4927820         std::__detail::_Hash_node_value_base<std::pair<Vect2<int> const, BoolChunk*> >::_M_valptr() [38]
                0.02    0.00 4927820/4927820     __gnu_cxx::__aligned_buffer<std::pair<Vect2<int> const, BoolChunk*> >::_M_ptr() [46]
-----------------------------------------------
                0.01    0.03 9060445/9060445     decltype ((get<0>)((forward<std::pair<Vect2<int> const, BoolChunk*> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<Vect2<int> const, BoolChunk*> const&>(std::pair<Vect2<int> const, BoolChunk*> const&) const [19]
[39]     1.8    0.01    0.03 9060445         std::tuple_element<0ul, std::pair<Vect2<int> const, BoolChunk*> >::type const& std::get<0ul, Vect2<int> const, BoolChunk*>(std::pair<Vect2<int> const, BoolChunk*> const&) [39]
                0.03    0.00 9060445/9060445     Vect2<int> const& std::__pair_get<0ul>::__const_get<Vect2<int> const, BoolChunk*>(std::pair<Vect2<int> const, BoolChunk*> const&) [43]
-----------------------------------------------
                0.01    0.02 9060343/9060343     std::__detail::_Hashtable_base<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(Vect2<int> const&, unsigned long, std::__detail::_Hash_node_value<std::pair<Vect2<int> const, BoolChunk*>, false> const&) const [12]
[40]     1.8    0.01    0.02 9060343         std::equal_to<Vect2<int> >::operator()(Vect2<int> const&, Vect2<int> const&) const [40]
                0.02    0.00 9060343/9060343     Vect2<int>::operator==(Vect2<int> const&) const [45]
-----------------------------------------------
                0.03    0.00 18525798/18525798     Vect2<int>::hash() const [28]
[41]     1.6    0.03    0.00 18525798         std::hash<int>::operator()(int) const [41]
-----------------------------------------------
                0.00    0.00     102/9262901     std::__detail::_Hash_code_base<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::__detail::_Select1st, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<Vect2<int> const, BoolChunk*>, false> const&, unsigned long) const [80]
                0.03    0.00 9262799/9262901     std::__detail::_Hash_code_base<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::__detail::_Select1st, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [35]
[42]     1.6    0.03    0.00 9262901         std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [42]
-----------------------------------------------
                0.03    0.00 9060445/9060445     std::tuple_element<0ul, std::pair<Vect2<int> const, BoolChunk*> >::type const& std::get<0ul, Vect2<int> const, BoolChunk*>(std::pair<Vect2<int> const, BoolChunk*> const&) [39]
[43]     1.3    0.03    0.00 9060445         Vect2<int> const& std::__pair_get<0ul>::__const_get<Vect2<int> const, BoolChunk*>(std::pair<Vect2<int> const, BoolChunk*> const&) [43]
-----------------------------------------------
                0.03    0.00 9060343/9060343     std::__detail::_Hashtable_base<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(Vect2<int> const&, unsigned long, std::__detail::_Hash_node_value<std::pair<Vect2<int> const, BoolChunk*>, false> const&) const [12]
[44]     1.3    0.03    0.00 9060343         std::__detail::_Hashtable_base<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_S_equals(unsigned long, std::__detail::_Hash_node_code_cache<false> const&) [44]
-----------------------------------------------
                0.02    0.00 9060343/9060343     std::equal_to<Vect2<int> >::operator()(Vect2<int> const&, Vect2<int> const&) const [40]
[45]     1.0    0.02    0.00 9060343         Vect2<int>::operator==(Vect2<int> const&) const [45]
-----------------------------------------------
                0.02    0.00 4927820/4927820     std::__detail::_Hash_node_value_base<std::pair<Vect2<int> const, BoolChunk*> >::_M_valptr() [38]
[46]     1.0    0.02    0.00 4927820         __gnu_cxx::__aligned_buffer<std::pair<Vect2<int> const, BoolChunk*> >::_M_ptr() [46]
                0.00    0.00 4927820/4927820     __gnu_cxx::__aligned_buffer<std::pair<Vect2<int> const, BoolChunk*> >::_M_addr() [100]
-----------------------------------------------
                0.00    0.02  409607/409607      BoolChunkLoader::set(Vect2<int>, bool) [13]
[47]     1.0    0.00    0.02  409607         BoolChunk::set(Vect2<int>, bool) [47]
                0.01    0.01  409607/409607      BoolChunk::write(int, int, bool) [48]
-----------------------------------------------
                0.01    0.01  409607/409607      BoolChunk::set(Vect2<int>, bool) [47]
[48]     1.0    0.01    0.01  409607         BoolChunk::write(int, int, bool) [48]
                0.01    0.00  409607/409607      set_bit(unsigned char*, int, bool) [58]
-----------------------------------------------
                0.00    0.02     102/102         std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::~unordered_map() [50]
[49]     1.0    0.00    0.02     102         std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [49]
                0.00    0.02     102/102         std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [51]
                0.00    0.00     102/104         std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets() [66]
                0.00    0.00     102/102         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::~_Hashtable_alloc() [145]
-----------------------------------------------
                0.00    0.00       2/102         BoolChunkLoader::~BoolChunkLoader() [71]
                0.00    0.02     100/102         tick(BoolChunkLoader&, BoolChunkLoader&) [3]
[50]     1.0    0.00    0.02     102         std::unordered_map<Vect2<int>, BoolChunk*, std::hash<Vect2<int> >, std::equal_to<Vect2<int> >, std::allocator<std::pair<Vect2<int> const, BoolChunk*> > >::~unordered_map() [50]
                0.00    0.02     102/102         std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [49]
-----------------------------------------------
                0.00    0.02     102/102         std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [49]
[51]     0.8    0.00    0.02     102         std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [51]
                0.00    0.02     102/102         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*) [53]
                0.00    0.00     102/510         std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [104]
-----------------------------------------------
                0.00    0.02     102/102         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*) [53]
[52]     0.8    0.00    0.02     102         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*) [52]
                0.00    0.01     102/102         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*) [55]
                0.00    0.00     102/4927820     std::__detail::_Hash_node_value_base<std::pair<Vect2<int> const, BoolChunk*> >::_M_valptr() [38]
                0.00    0.00     102/618         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_node_allocator() [102]
                0.00    0.00     102/102         void std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::destroy<std::pair<Vect2<int> const, BoolChunk*> >(std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> >&, std::pair<Vect2<int> const, BoolChunk*>*) [142]
-----------------------------------------------
                0.00    0.02     102/102         std::_Hashtable<Vect2<int>, std::pair<Vect2<int> const, BoolChunk*>, std::allocator<std::pair<Vect2<int> const, BoolChunk*> >, std::__detail::_Select1st, std::equal_to<Vect2<int> >, std::hash<Vect2<int> >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [51]
[53]     0.8    0.00    0.02     102         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*) [53]
                0.00    0.02     102/102         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<Vect2<int> const, BoolChunk*>, false>*) [52]
